Date;MRVE3.SA;TRPL4.SA;PETR4.SA;VIIA3.SA;MGLU3.SA;BBDC4.SA
2017-06-05;R$11.32;R$0.89;R$8.79;R$4.67;R$9.23;R$3.99
2017-06-06;R$11.47;R$0.89;R$8.97;R$4.67;R$9.27;R$4.05
2017-06-07;R$11.66;R$0.93;R$9.05;R$4.56;R$9.37;R$4.03
2017-06-08;R$11.48;R$0.96;R$9.03;R$4.55;R$9.20;R$3.85
2017-06-09;R$11.25;R$0.94;R$8.80;R$4.56;R$9.16;R$3.79
2017-06-12;R$11.07;R$0.93;R$8.82;R$4.57;R$9.23;R$4.02
2017-06-13;R$10.98;R$0.96;R$8.76;R$4.59;R$9.18;R$4.01
2017-06-14;R$11.40;R$0.96;R$8.89;R$4.47;R$9.25;R$4.08
2017-06-15;R$11.40;R$0.96;R$8.89;R$4.47;R$9.25;R$4.08
2017-06-16;R$11.35;R$0.97;R$8.89;R$4.35;R$9.20;R$4.08
2017-06-19;R$11.38;R$0.96;R$8.74;R$4.36;R$9.20;R$4.13
2017-06-20;R$11.11;R$0.92;R$8.65;R$4.21;R$9.11;R$3.85
2017-06-21;R$11.05;R$0.92;R$8.47;R$4.13;R$9.19;R$3.78
2017-06-22;R$11.19;R$0.90;R$8.48;R$4.27;R$9.10;R$3.93
2017-06-23;R$11.10;R$0.92;R$8.59;R$4.23;R$9.12;R$3.95
2017-06-26;R$11.60;R$0.94;R$8.72;R$4.35;R$9.21;R$3.90
2017-06-27;R$11.47;R$0.92;R$8.63;R$4.33;R$9.18;R$3.88
2017-06-28;R$11.56;R$0.90;R$8.74;R$4.28;R$9.16;R$3.88
2017-06-29;R$11.62;R$0.93;R$8.93;R$4.32;R$9.24;R$3.80
2017-06-30;R$11.83;R$0.96;R$9.18;R$4.39;R$9.34;R$4.00
2017-07-03;R$11.93;R$0.97;R$9.05;R$4.38;R$9.32;R$4.11
2017-07-04;R$11.95;R$0.97;R$9.14;R$4.41;R$9.31;R$4.18
2017-07-05;R$11.95;R$0.97;R$9.08;R$4.33;R$9.36;R$4.43
2017-07-06;R$11.78;R$0.97;R$8.86;R$4.32;R$9.64;R$4.51
2017-07-07;R$11.79;R$1.07;R$8.93;R$4.23;R$9.76;R$4.68
2017-07-10;R$11.92;R$1.12;R$8.97;R$4.25;R$9.68;R$4.81
2017-07-11;R$12.13;R$1.14;R$8.94;R$4.37;R$9.66;R$4.60
2017-07-12;R$12.45;R$1.18;R$9.08;R$4.59;R$9.76;R$4.48
2017-07-13;R$12.56;R$1.13;R$9.10;R$4.56;R$9.89;R$4.49
2017-07-14;R$12.57;R$1.18;R$9.39;R$4.63;R$9.89;R$4.43
2017-07-17;R$12.49;R$1.24;R$9.65;R$4.57;R$9.88;R$4.48
2017-07-18;R$12.64;R$1.29;R$9.60;R$4.59;R$9.71;R$4.48
2017-07-19;R$12.49;R$1.29;R$9.60;R$4.69;R$9.71;R$4.65
2017-07-20;R$12.44;R$1.31;R$9.56;R$4.64;R$9.70;R$5.02
2017-07-21;R$12.39;R$1.26;R$9.62;R$4.50;R$9.75;R$5.15
2017-07-24;R$12.50;R$1.26;R$9.59;R$4.57;R$9.95;R$5.07
2017-07-25;R$12.70;R$1.30;R$9.43;R$4.69;R$10.05;R$5.43
2017-07-26;R$12.59;R$1.29;R$9.37;R$4.63;R$9.90;R$5.77
2017-07-27;R$12.58;R$1.30;R$9.52;R$4.61;R$9.97;R$5.95
2017-07-28;R$12.59;R$1.37;R$9.71;R$4.66;R$10.07;R$6.07
2017-07-31;R$12.78;R$1.37;R$9.73;R$4.71;R$10.14;R$5.83
2017-08-01;R$12.94;R$1.39;R$9.40;R$4.65;R$10.11;R$5.67
2017-08-02;R$13.11;R$1.39;R$9.60;R$4.79;R$10.35;R$5.57
2017-08-03;R$13.11;R$1.40;R$9.53;R$4.72;R$10.30;R$5.67
2017-08-04;R$13.12;R$1.47;R$9.43;R$4.75;R$10.28;R$5.67
2017-08-07;R$13.27;R$1.50;R$9.62;R$4.80;R$10.47;R$6.10
2017-08-08;R$13.41;R$1.48;R$9.60;R$4.78;R$10.41;R$6.17
2017-08-09;R$13.42;R$1.52;R$9.59;R$4.79;R$10.44;R$6.05
2017-08-10;R$13.30;R$1.49;R$9.39;R$4.68;R$10.32;R$6.00
2017-08-11;R$13.41;R$1.55;R$9.50;R$4.59;R$10.27;R$6.07
2017-08-14;R$13.68;R$1.67;R$9.35;R$4.64;R$10.16;R$6.02
2017-08-15;R$13.71;R$1.70;R$9.13;R$4.66;R$10.39;R$6.12
2017-08-16;R$13.71;R$1.84;R$8.93;R$4.66;R$10.24;R$6.38
2017-08-17;R$13.60;R$1.69;R$8.89;R$4.63;R$10.16;R$6.11
2017-08-18;R$13.88;R$1.72;R$9.13;R$4.82;R$10.04;R$5.98
2017-08-21;R$13.88;R$1.77;R$9.06;R$4.73;R$10.05;R$5.86
2017-08-22;R$14.19;R$1.75;R$9.05;R$4.89;R$10.20;R$5.97
2017-08-23;R$14.32;R$1.73;R$8.90;R$4.88;R$10.24;R$5.82
2017-08-24;R$14.36;R$1.79;R$8.89;R$4.89;R$10.34;R$6.12
2017-08-25;R$14.38;R$1.79;R$8.89;R$4.92;R$10.33;R$6.28
2017-08-28;R$14.16;R$1.85;R$8.89;R$4.92;R$10.18;R$6.51
2017-08-29;R$14.40;R$1.86;R$9.02;R$4.91;R$10.09;R$6.67
2017-08-30;R$14.25;R$1.93;R$9.10;R$4.77;R$10.07;R$6.66
2017-08-31;R$14.22;R$2.13;R$9.16;R$4.84;R$10.25;R$6.67
2017-09-01;R$14.52;R$2.11;R$9.10;R$4.97;R$10.10;R$7.14
2017-09-04;R$14.51;R$2.33;R$9.23;R$5.02;R$10.07;R$7.16
2017-09-05;R$14.31;R$2.46;R$9.37;R$5.11;R$10.18;R$7.03
2017-09-06;R$14.52;R$2.56;R$9.69;R$5.33;R$10.26;R$7.37
2017-09-07;R$14.52;R$2.56;R$9.69;R$5.33;R$10.26;R$7.37
2017-09-08;R$14.41;R$2.37;R$9.78;R$5.22;R$10.23;R$7.14
2017-09-11;R$14.96;R$2.35;R$10.01;R$5.32;R$10.24;R$6.97
2017-09-12;R$14.94;R$2.07;R$9.79;R$5.27;R$10.28;R$6.95
2017-09-13;R$15.01;R$2.17;R$9.69;R$5.33;R$10.33;R$7.19
2017-09-14;R$14.89;R$2.46;R$9.65;R$5.33;R$10.37;R$7.43
2017-09-15;R$15.21;R$2.49;R$9.87;R$5.33;R$10.47;R$7.54
2017-09-18;R$15.34;R$2.44;R$9.82;R$5.33;R$10.40;R$7.32
2017-09-19;R$15.39;R$2.36;R$9.90;R$5.37;R$10.45;R$7.47
2017-09-20;R$15.30;R$2.26;R$9.75;R$5.63;R$10.37;R$7.48
2017-09-21;R$15.30;R$2.28;R$9.75;R$5.56;R$10.22;R$7.56
2017-09-22;R$15.26;R$2.25;R$9.62;R$5.56;R$10.24;R$7.34
2017-09-25;R$15.01;R$2.15;R$9.23;R$5.62;R$10.06;R$7.13
2017-09-26;R$14.99;R$2.22;R$9.38;R$5.52;R$10.02;R$7.02
2017-09-27;R$14.83;R$2.05;R$9.24;R$5.43;R$9.87;R$6.86
2017-09-28;R$14.65;R$2.12;R$9.12;R$5.44;R$9.81;R$7.24
2017-09-29;R$14.85;R$2.22;R$9.34;R$5.42;R$9.90;R$7.80
2017-10-02;R$15.00;R$2.33;R$9.30;R$5.46;R$9.85;R$7.95
2017-10-03;R$15.65;R$2.37;R$9.54;R$5.67;R$10.00;R$8.15
2017-10-04;R$15.54;R$2.38;R$9.68;R$5.55;R$10.01;R$8.31
2017-10-05;R$15.56;R$2.35;R$9.46;R$5.64;R$10.13;R$8.01
2017-10-06;R$15.40;R$2.39;R$9.49;R$5.56;R$10.14;R$8.14
2017-10-09;R$15.39;R$2.33;R$9.52;R$5.63;R$9.93;R$7.98
2017-10-10;R$15.74;R$2.39;R$9.64;R$5.74;R$10.03;R$8.17
2017-10-11;R$15.65;R$2.31;R$9.71;R$5.70;R$9.94;R$7.99
2017-10-12;R$15.65;R$2.31;R$9.71;R$5.70;R$9.94;R$7.99
2017-10-13;R$15.53;R$2.18;R$9.83;R$5.70;R$9.92;R$7.52
2017-10-16;R$15.48;R$2.08;R$9.64;R$5.72;R$9.87;R$7.26
2017-10-17;R$15.45;R$1.91;R$9.57;R$5.72;R$9.84;R$7.11
2017-10-18;R$15.38;R$2.12;R$9.71;R$5.73;R$9.81;R$7.63
2017-10-19;R$15.32;R$2.10;R$9.30;R$5.73;R$9.83;R$7.78
2017-10-20;R$15.24;R$2.17;R$9.56;R$5.75;R$9.81;R$7.61
2017-10-23;R$15.09;R$2.07;R$9.47;R$5.74;R$9.78;R$7.48
2017-10-24;R$15.30;R$2.06;R$9.59;R$5.85;R$9.72;R$7.66
2017-10-25;R$15.35;R$2.06;R$9.56;R$5.93;R$9.71;R$7.96
2017-10-26;R$15.21;R$1.97;R$9.31;R$5.93;R$9.85;R$7.74
2017-10-27;R$15.18;R$1.92;R$9.28;R$6.04;R$9.89;R$7.36
2017-10-30;R$14.90;R$1.90;R$8.74;R$5.95;R$9.71;R$7.35
2017-10-31;R$14.70;R$1.91;R$8.59;R$5.95;R$9.63;R$7.56
2017-11-01;R$14.25;R$2.01;R$8.89;R$5.99;R$9.51;R$7.31
2017-11-02;R$14.25;R$2.01;R$8.89;R$5.99;R$9.51;R$7.31
2017-11-03;R$14.39;R$1.84;R$8.86;R$6.01;R$9.37;R$7.36
2017-11-06;R$14.39;R$1.71;R$8.69;R$6.18;R$9.30;R$7.31
2017-11-07;R$13.89;R$1.55;R$8.65;R$5.85;R$9.18;R$7.20
2017-11-08;R$14.40;R$1.65;R$8.82;R$6.01;R$9.10;R$7.26
2017-11-09;R$13.88;R$1.55;R$8.76;R$5.93;R$9.16;R$7.00
2017-11-10;R$13.89;R$1.47;R$8.65;R$5.93;R$9.03;R$6.49
2017-11-13;R$13.96;R$1.53;R$8.78;R$5.90;R$9.22;R$6.86
2017-11-14;R$13.66;R$1.65;R$8.66;R$5.44;R$9.15;R$7.21
2017-11-15;R$13.66;R$1.65;R$8.66;R$5.44;R$9.15;R$7.21
2017-11-16;R$14.02;R$1.71;R$9.15;R$5.61;R$9.27;R$7.46
2017-11-17;R$14.26;R$1.78;R$9.08;R$5.68;R$9.27;R$7.83
2017-11-20;R$14.26;R$1.78;R$9.08;R$5.68;R$9.27;R$7.83
2017-11-21;R$14.59;R$1.82;R$9.27;R$5.64;R$9.31;R$7.46
2017-11-22;R$14.42;R$1.81;R$9.41;R$5.71;R$9.32;R$7.57
2017-11-23;R$14.32;R$1.76;R$9.33;R$5.74;R$9.30;R$7.44
2017-11-24;R$14.19;R$1.84;R$9.42;R$5.71;R$9.45;R$7.66
2017-11-27;R$14.17;R$1.79;R$9.39;R$5.63;R$9.36;R$7.73
2017-11-28;R$14.21;R$1.76;R$9.39;R$5.62;R$9.33;R$7.56
2017-11-29;R$13.94;R$1.74;R$9.31;R$5.44;R$9.27;R$7.51
2017-11-30;R$13.85;R$1.70;R$9.06;R$5.45;R$9.15;R$7.32
2017-12-01;R$13.82;R$1.74;R$8.99;R$5.53;R$9.05;R$7.41
2017-12-04;R$14.06;R$1.73;R$8.93;R$5.49;R$9.09;R$7.11
2017-12-05;R$13.91;R$1.72;R$8.92;R$5.43;R$9.14;R$7.41
2017-12-06;R$14.06;R$1.75;R$9.13;R$5.50;R$9.30;R$7.52
2017-12-07;R$13.95;R$1.93;R$9.08;R$5.41;R$9.30;R$7.42
2017-12-08;R$13.99;R$2.10;R$9.00;R$5.44;R$9.49;R$7.74
2017-12-11;R$13.99;R$2.09;R$9.13;R$5.45;R$9.59;R$7.74
2017-12-12;R$14.27;R$2.09;R$9.62;R$5.49;R$9.66;R$7.43
2017-12-13;R$14.03;R$2.06;R$9.43;R$5.38;R$9.51;R$7.38
2017-12-14;R$13.92;R$2.07;R$9.41;R$5.32;R$9.57;R$7.43
2017-12-15;R$13.86;R$2.08;R$9.60;R$5.30;R$9.81;R$7.79
2017-12-18;R$13.97;R$2.06;R$9.74;R$5.40;R$9.65;R$7.74
2017-12-19;R$13.88;R$2.01;R$9.44;R$5.37;R$9.43;R$7.52
2017-12-20;R$14.01;R$2.10;R$9.58;R$5.40;R$9.62;R$7.56
2017-12-21;R$14.42;R$2.18;R$9.73;R$5.62;R$9.84;R$7.69
2017-12-22;R$14.46;R$2.20;R$9.79;R$5.58;R$9.80;R$7.73
2017-12-25;R$14.46;R$2.20;R$9.79;R$5.58;R$9.80;R$7.73
2017-12-26;R$14.49;R$2.28;R$9.82;R$5.66;R$9.83;R$7.80
2017-12-27;R$14.51;R$2.33;R$9.95;R$5.69;R$9.80;R$7.84
2017-12-28;R$14.73;R$2.42;R$10.21;R$5.71;R$10.04;R$7.92
2017-12-29;R$14.73;R$2.42;R$10.21;R$5.71;R$10.04;R$7.92
2018-01-02;R$15.05;R$2.39;R$10.27;R$5.87;R$10.11;R$7.70
2018-01-03;R$15.12;R$2.36;R$10.42;R$5.92;R$9.91;R$7.74
2018-01-04;R$15.37;R$2.42;R$10.35;R$5.93;R$9.64;R$7.80
2018-01-05;R$15.46;R$2.37;R$10.50;R$5.97;R$9.79;R$7.55
2018-01-08;R$15.45;R$2.37;R$10.29;R$6.04;R$9.74;R$7.68
2018-01-09;R$15.31;R$2.31;R$10.35;R$6.04;R$9.80;R$7.72
2018-01-10;R$15.15;R$2.34;R$10.37;R$5.96;R$9.75;R$7.52
2018-01-11;R$15.45;R$2.34;R$10.53;R$6.12;R$9.61;R$7.74
2018-01-12;R$15.45;R$2.34;R$10.51;R$6.13;R$9.77;R$7.74
2018-01-15;R$15.56;R$2.38;R$10.55;R$6.15;R$9.83;R$7.78
2018-01-16;R$15.67;R$2.37;R$10.52;R$6.26;R$10.05;R$7.62
2018-01-17;R$16.06;R$2.38;R$10.69;R$6.51;R$10.01;R$7.59
2018-01-18;R$16.04;R$2.34;R$10.52;R$6.46;R$9.76;R$7.44
2018-01-19;R$16.16;R$2.31;R$10.52;R$6.47;R$9.86;R$7.74
2018-01-22;R$16.38;R$2.32;R$10.35;R$6.55;R$10.02;R$7.51
2018-01-23;R$16.45;R$2.25;R$10.21;R$6.47;R$9.81;R$7.69
2018-01-24;R$17.33;R$2.44;R$10.36;R$6.86;R$9.90;R$8.39
2018-01-25;R$17.33;R$2.44;R$10.36;R$6.86;R$9.90;R$8.39
2018-01-26;R$17.94;R$2.50;R$10.47;R$7.07;R$10.03;R$8.64
2018-01-29;R$17.41;R$2.55;R$10.43;R$7.04;R$10.09;R$8.09
2018-01-30;R$17.59;R$2.55;R$10.35;R$6.91;R$9.99;R$8.03
2018-01-31;R$17.74;R$2.55;R$10.28;R$6.99;R$10.09;R$8.09
2018-02-01;R$17.27;R$2.59;R$10.35;R$7.28;R$10.14;R$8.24
2018-02-02;R$16.73;R$2.53;R$10.32;R$7.08;R$10.17;R$7.98
2018-02-05;R$16.46;R$2.43;R$10.18;R$6.75;R$9.93;R$7.85
2018-02-06;R$16.86;R$2.46;R$10.22;R$7.09;R$9.98;R$7.84
2018-02-07;R$16.60;R$2.38;R$10.09;R$6.89;R$10.02;R$7.80
2018-02-08;R$16.40;R$2.29;R$10.17;R$6.75;R$9.76;R$7.69
2018-02-09;R$16.21;R$2.23;R$10.13;R$6.66;R$9.72;R$7.35
2018-02-14;R$16.80;R$2.25;R$10.47;R$6.83;R$9.99;R$7.98
2018-02-15;R$16.87;R$2.39;R$10.43;R$6.88;R$9.96;R$7.91
2018-02-16;R$16.84;R$2.37;R$10.49;R$6.89;R$9.84;R$7.79
2018-02-19;R$16.76;R$2.48;R$10.58;R$7.11;R$9.87;R$7.73
2018-02-20;R$17.27;R$2.50;R$10.51;R$7.25;R$9.96;R$7.60
2018-02-21;R$17.36;R$2.40;R$10.48;R$7.18;R$9.96;R$7.67
2018-02-22;R$17.47;R$2.45;R$10.39;R$7.35;R$9.98;R$8.09
2018-02-23;R$17.63;R$2.62;R$10.41;R$7.49;R$9.95;R$7.97
2018-02-26;R$17.63;R$2.84;R$10.52;R$7.63;R$10.10;R$7.98
2018-02-27;R$17.43;R$2.76;R$10.39;R$7.62;R$10.10;R$7.80
2018-02-28;R$16.89;R$2.75;R$10.30;R$7.61;R$10.01;R$7.87
2018-03-01;R$16.98;R$2.78;R$10.37;R$7.46;R$10.03;R$7.96
2018-03-02;R$17.09;R$2.80;R$10.37;R$7.63;R$9.98;R$7.94
2018-03-05;R$17.20;R$2.73;R$10.37;R$7.84;R$10.11;R$7.94
2018-03-06;R$17.23;R$2.69;R$10.27;R$7.77;R$10.25;R$7.69
2018-03-07;R$16.93;R$2.71;R$10.13;R$7.68;R$10.14;R$7.59
2018-03-08;R$16.71;R$2.66;R$10.14;R$7.69;R$10.10;R$7.49
2018-03-09;R$17.06;R$2.73;R$10.47;R$7.94;R$9.91;R$7.65
2018-03-12;R$17.20;R$2.79;R$10.71;R$7.92;R$9.91;R$7.70
2018-03-13;R$16.95;R$2.76;R$11.01;R$7.84;R$10.05;R$7.76
2018-03-14;R$16.86;R$2.70;R$11.30;R$7.94;R$9.98;R$7.51
2018-03-15;R$16.62;R$2.74;R$11.13;R$7.56;R$9.93;R$7.88
2018-03-16;R$16.66;R$2.79;R$11.23;R$7.60;R$9.90;R$7.96
2018-03-19;R$16.49;R$2.73;R$10.98;R$7.42;R$9.75;R$7.90
2018-03-20;R$16.47;R$2.71;R$10.85;R$7.50;R$9.95;R$7.65
2018-03-21;R$16.55;R$2.80;R$10.62;R$7.82;R$9.85;R$7.77
2018-03-22;R$16.65;R$2.88;R$10.81;R$7.70;R$9.83;R$7.84
2018-03-23;R$16.77;R$2.86;R$10.64;R$7.71;R$10.01;R$7.83
2018-03-26;R$16.86;R$3.02;R$10.86;R$7.81;R$10.05;R$7.98
2018-03-27;R$16.66;R$2.92;R$10.85;R$7.60;R$9.98;R$8.15
2018-03-28;R$16.77;R$2.92;R$10.78;R$7.52;R$9.83;R$8.26
2018-03-29;R$17.21;R$2.95;R$11.03;R$7.59;R$9.98;R$8.14
2018-04-02;R$17.05;R$2.95;R$10.89;R$7.41;R$9.90;R$8.29
2018-04-03;R$17.25;R$2.92;R$10.66;R$7.34;R$9.90;R$8.41
2018-04-04;R$17.10;R$2.91;R$10.60;R$7.23;R$9.94;R$8.18
2018-04-05;R$17.15;R$2.98;R$10.46;R$7.50;R$9.84;R$8.13
2018-04-06;R$17.10;R$2.96;R$10.67;R$7.55;R$9.90;R$8.13
2018-04-09;R$16.45;R$2.91;R$10.50;R$7.28;R$9.85;R$7.87
2018-04-10;R$16.59;R$2.86;R$10.41;R$7.59;R$9.82;R$7.74
2018-04-11;R$16.98;R$2.92;R$9.97;R$7.73;R$9.78;R$7.88
2018-04-12;R$16.67;R$3.00;R$10.28;R$7.69;R$9.75;R$7.99
2018-04-13;R$16.31;R$2.96;R$10.07;R$7.52;R$9.68;R$7.93
2018-04-16;R$15.95;R$2.90;R$9.98;R$7.31;R$9.61;R$7.87
2018-04-17;R$16.15;R$2.93;R$9.93;R$7.46;R$9.75;R$7.85
2018-04-18;R$16.69;R$2.89;R$9.91;R$7.73;R$9.74;R$7.98
2018-04-19;R$16.67;R$2.85;R$9.94;R$7.87;R$9.73;R$8.11
2018-04-20;R$16.43;R$2.93;R$10.14;R$7.93;R$9.80;R$8.59
2018-04-23;R$16.43;R$3.02;R$10.17;R$7.97;R$9.74;R$8.30
2018-04-24;R$16.45;R$3.06;R$10.24;R$7.94;R$9.79;R$8.63
2018-04-25;R$16.66;R$3.07;R$10.07;R$7.70;R$10.10;R$8.49
2018-04-26;R$16.66;R$3.16;R$10.22;R$8.02;R$10.12;R$8.07
2018-04-27;R$16.84;R$3.18;R$10.45;R$8.05;R$10.20;R$8.30
2018-04-30;R$16.58;R$3.23;R$10.45;R$8.14;R$10.29;R$8.11
2018-05-02;R$16.15;R$3.10;R$10.37;R$8.01;R$10.08;R$8.10
2018-05-03;R$15.82;R$2.94;R$10.04;R$7.96;R$10.13;R$7.61
2018-05-04;R$15.84;R$2.95;R$9.75;R$7.90;R$10.39;R$7.56
2018-05-07;R$15.69;R$2.93;R$10.15;R$8.03;R$10.42;R$7.60
2018-05-08;R$15.61;R$3.36;R$10.24;R$8.12;R$10.35;R$7.65
2018-05-09;R$15.73;R$3.41;R$10.38;R$8.79;R$10.20;R$7.90
2018-05-10;R$16.05;R$3.31;R$10.57;R$9.13;R$10.46;R$7.63
2018-05-11;R$15.76;R$3.28;R$10.43;R$9.02;R$10.41;R$7.50
2018-05-14;R$15.54;R$3.27;R$10.10;R$9.30;R$10.24;R$7.15
2018-05-15;R$15.45;R$3.22;R$9.80;R$9.50;R$9.94;R$7.20
2018-05-16;R$15.70;R$3.39;R$10.08;R$9.71;R$10.03;R$7.30
2018-05-17;R$15.04;R$3.31;R$9.69;R$9.20;R$9.71;R$7.19
2018-05-18;R$15.11;R$3.18;R$9.83;R$9.09;R$9.71;R$7.20
2018-05-21;R$14.89;R$3.31;R$9.79;R$8.88;R$9.83;R$7.00
2018-05-22;R$15.32;R$3.45;R$10.10;R$8.78;R$10.14;R$7.16
2018-05-23;R$14.92;R$3.38;R$10.06;R$8.27;R$9.90;R$6.84
2018-05-24;R$14.94;R$3.42;R$10.10;R$7.13;R$9.77;R$6.62
2018-05-25;R$14.65;R$3.39;R$10.07;R$7.03;R$9.88;R$6.75
2018-05-28;R$14.03;R$3.17;R$9.47;R$6.01;R$9.67;R$6.00
2018-05-29;R$14.08;R$3.16;R$9.64;R$6.86;R$9.68;R$6.27
2018-05-30;R$14.00;R$3.28;R$9.66;R$6.74;R$9.76;R$6.50
2018-06-01;R$14.34;R$3.49;R$9.72;R$5.74;R$10.27;R$6.75
2018-06-04;R$14.49;R$3.76;R$9.77;R$6.23;R$10.42;R$6.95
2018-06-05;R$13.79;R$3.66;R$9.21;R$5.89;R$10.54;R$6.89
2018-06-06;R$13.56;R$3.46;R$9.25;R$5.80;R$10.46;R$6.49
2018-06-07;R$13.32;R$3.22;R$8.93;R$5.60;R$10.17;R$6.00
2018-06-08;R$13.20;R$3.19;R$8.79;R$5.42;R$9.90;R$5.67
2018-06-11;R$12.95;R$3.21;R$8.79;R$5.47;R$9.72;R$5.87
2018-06-12;R$12.92;R$3.33;R$8.91;R$5.49;R$9.73;R$6.25
2018-06-13;R$12.66;R$3.40;R$8.93;R$5.39;R$9.70;R$6.20
2018-06-14;R$12.14;R$3.61;R$8.60;R$5.36;R$9.70;R$6.20
2018-06-15;R$12.36;R$3.62;R$8.45;R$5.32;R$9.69;R$5.81
2018-06-18;R$11.96;R$3.56;R$8.33;R$5.15;R$9.59;R$5.92
2018-06-19;R$12.58;R$3.74;R$8.65;R$5.48;R$9.82;R$6.09
2018-06-20;R$12.85;R$3.68;R$8.91;R$5.76;R$9.93;R$6.24
2018-06-21;R$12.32;R$3.68;R$8.62;R$5.36;R$9.60;R$5.92
2018-06-22;R$12.55;R$3.71;R$8.64;R$5.37;R$9.65;R$6.12
2018-06-25;R$12.53;R$3.71;R$8.75;R$5.58;R$9.58;R$5.90
2018-06-26;R$12.47;R$3.74;R$8.63;R$5.70;R$9.58;R$6.03
2018-06-27;R$12.26;R$3.67;R$8.48;R$5.88;R$9.50;R$5.84
2018-06-28;R$12.68;R$3.74;R$8.57;R$5.90;R$9.33;R$5.86
2018-06-29;R$12.92;R$3.87;R$8.63;R$6.11;R$9.40;R$5.89
2018-07-02;R$12.84;R$3.79;R$8.56;R$6.21;R$9.45;R$5.84
2018-07-03;R$13.43;R$3.76;R$8.93;R$6.22;R$9.52;R$5.74
2018-07-04;R$13.62;R$3.76;R$9.03;R$6.26;R$9.59;R$5.72
2018-07-05;R$13.59;R$3.63;R$9.06;R$6.35;R$9.56;R$5.58
2018-07-06;R$13.63;R$3.68;R$9.07;R$6.37;R$9.62;R$5.48
2018-07-10;R$13.45;R$3.57;R$9.06;R$6.31;R$9.59;R$5.35
2018-07-11;R$13.40;R$3.46;R$9.01;R$6.19;R$9.75;R$5.65
2018-07-12;R$13.79;R$3.73;R$9.21;R$6.38;R$9.73;R$5.59
2018-07-13;R$14.07;R$3.80;R$9.41;R$6.43;R$9.78;R$5.80
2018-07-16;R$14.13;R$3.86;R$9.55;R$6.35;R$9.91;R$5.64
2018-07-17;R$14.54;R$3.99;R$9.56;R$6.50;R$9.87;R$5.82
2018-07-18;R$14.18;R$3.84;R$9.39;R$6.41;R$9.73;R$5.89
2018-07-19;R$14.36;R$3.90;R$9.52;R$6.54;R$9.72;R$5.86
2018-07-20;R$14.86;R$3.96;R$9.79;R$6.85;R$9.76;R$5.80
2018-07-23;R$14.69;R$3.92;R$9.48;R$6.84;R$9.64;R$5.90
2018-07-24;R$14.90;R$4.04;R$9.64;R$6.98;R$9.72;R$6.75
2018-07-25;R$15.18;R$4.02;R$9.85;R$7.09;R$9.85;R$6.94
2018-07-26;R$14.79;R$3.98;R$9.71;R$6.90;R$9.94;R$6.60
2018-07-27;R$14.95;R$3.92;R$9.77;R$7.02;R$9.85;R$6.60
2018-07-30;R$15.06;R$3.93;R$9.68;R$7.07;R$9.86;R$7.08
2018-07-31;R$14.77;R$4.00;R$9.47;R$7.01;R$9.94;R$7.15
2018-08-01;R$14.97;R$4.06;R$9.84;R$7.11;R$9.89;R$7.39
2018-08-02;R$14.97;R$4.14;R$9.67;R$7.25;R$9.86;R$7.40
2018-08-03;R$15.54;R$4.14;R$9.87;R$7.50;R$9.85;R$7.79
2018-08-06;R$15.44;R$4.17;R$9.95;R$7.48;R$9.83;R$8.12
2018-08-07;R$15.20;R$4.41;R$9.84;R$7.36;R$9.69;R$8.00
2018-08-08;R$14.84;R$4.23;R$9.82;R$7.16;R$9.64;R$7.40
2018-08-09;R$14.69;R$4.44;R$9.74;R$7.23;R$9.68;R$7.07
2018-08-10;R$13.96;R$4.20;R$9.57;R$6.96;R$9.56;R$6.68
2018-08-13;R$14.23;R$4.26;R$9.67;R$7.12;R$9.50;R$6.61
2018-08-14;R$14.47;R$4.29;R$9.90;R$7.12;R$9.75;R$7.08
2018-08-15;R$14.29;R$4.19;R$9.75;R$6.79;R$9.78;R$6.70
2018-08-16;R$14.29;R$4.12;R$9.61;R$6.75;R$9.83;R$6.56
2018-08-17;R$13.86;R$4.04;R$9.42;R$6.57;R$9.66;R$6.35
2018-08-20;R$13.95;R$4.18;R$9.41;R$6.54;R$9.60;R$6.53
2018-08-21;R$13.61;R$4.00;R$9.36;R$6.31;R$9.41;R$6.20
2018-08-22;R$13.94;R$4.06;R$9.43;R$6.54;R$9.53;R$6.15
2018-08-23;R$13.59;R$4.01;R$9.29;R$6.39;R$9.31;R$6.05
2018-08-24;R$13.71;R$3.99;R$9.23;R$6.52;R$9.34;R$6.14
2018-08-27;R$14.08;R$3.97;R$9.42;R$6.66;R$9.52;R$6.10
2018-08-28;R$13.99;R$3.91;R$9.39;R$6.54;R$9.46;R$6.00
2018-08-29;R$14.16;R$3.99;R$9.46;R$6.87;R$9.51;R$6.05
2018-08-30;R$13.56;R$3.86;R$9.21;R$6.70;R$9.25;R$6.00
2018-08-31;R$13.74;R$3.94;R$9.32;R$6.86;R$9.27;R$5.70
2018-09-03;R$13.62;R$3.82;R$9.32;R$6.77;R$9.28;R$5.51
2018-09-04;R$13.32;R$3.57;R$9.07;R$6.64;R$9.30;R$5.08
2018-09-05;R$13.40;R$3.68;R$8.96;R$6.68;R$9.34;R$4.95
2018-09-06;R$13.78;R$3.79;R$9.13;R$6.76;R$9.32;R$4.77
2018-09-10;R$13.83;R$3.68;R$9.03;R$6.86;R$9.29;R$4.70
2018-09-11;R$13.42;R$3.60;R$8.76;R$6.59;R$9.15;R$4.52
